CPLEX_MEAN_TIME,CPLEX_MEAN_OBJ,GEN_MEAN_TIME,GEN_MEAN_OBJ,MEAN_POP,MATCH,EXCESS,STDDC,STDDM
496.047,6023.59,58.2395,6576.51,398.333,0,9.17913,187.542,7.13627
